mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_fraction,param_learning_rate,param_max_depth,param_num_leaves,param_num_trees,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,preprocessing,base_model
42.90478250980377,12.834652845418827,0.5583603620529175,0.06526694521539993,0.9930212121962859,0.018969085099102063,7,185,80,0.9138763651723374,"{'feature_fraction': 0.9930212121962859, 'learning_rate': 0.018969085099102063, 'max_depth': 7, 'num_leaves': 185, 'num_trees': 80, 'subsample': 0.9138763651723374}",-143.91643065316654,-157.15041373741676,-140.3507434530744,-139.63595217723994,-127.77401165881804,-126.75322775894557,-136.07024878172368,-162.76223517158365,-154.88839905255267,-161.49663633597206,-145.0798298780493,12.625243826523656,11,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
32.395390248298646,7.763533688593208,0.40794346332550047,0.04896095605218077,0.6765842163910739,0.033032058686346684,17,230,40,0.1659610906840238,"{'feature_fraction': 0.6765842163910739, 'learning_rate': 0.033032058686346684, 'max_depth': 17, 'num_leaves': 230, 'num_trees': 40, 'subsample': 0.1659610906840238}",-164.02843284849587,-175.534830866856,-158.85693951246463,-158.21289843804578,-146.6010160755456,-147.12017049925802,-156.60200524162474,-180.3890380656031,-175.1431411927438,-183.97097450116047,-164.6459447241798,12.738979159490816,12,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
11.580290126800538,4.431530359260833,0.3128583192825317,0.05344330666072974,0.9675174562391574,0.022828990792870908,3,223,50,0.2577559994820192,"{'feature_fraction': 0.9675174562391574, 'learning_rate': 0.022828990792870908, 'max_depth': 3, 'num_leaves': 223, 'num_trees': 50, 'subsample': 0.2577559994820192}",-203.70720232643566,-206.0462055376083,-200.06232678407724,-198.3226981435273,-186.09155374819417,-184.90187404646795,-192.33584778664357,-220.39278343289914,-219.37957313894543,-225.35080607589794,-203.6590871020697,13.540540409883127,13,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
10.106425833702087,3.9899611536544506,0.30585761070251466,0.03192801806024135,0.4134241781592428,0.011938997108268633,2,219,90,0.9296033593941836,"{'feature_fraction': 0.4134241781592428, 'learning_rate': 0.011938997108268633, 'max_depth': 2, 'num_leaves': 219, 'num_trees': 90, 'subsample': 0.9296033593941836}",-227.5578704351195,-232.5565321576991,-233.29133973045657,-229.39901214499008,-216.66684056566407,-215.07833358153695,-221.13509327992693,-252.8171723386497,-253.14641646440737,-261.5886300211272,-234.32372407195777,15.394756881002987,14,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
38.63320009708404,8.33106441345917,0.4147314548492432,0.061161466593340194,0.517022004702574,0.014486833887239339,10,213,60,0.24675589081711305,"{'feature_fraction': 0.517022004702574, 'learning_rate': 0.014486833887239339, 'max_depth': 10, 'num_leaves': 213, 'num_trees': 60, 'subsample': 0.24675589081711305}",-239.08866915448291,-251.5749489545054,-236.8407520672235,-228.4358862658795,-214.0088940456111,-217.56964112913957,-228.79315368439396,-262.0310823776705,-260.62033741616966,-270.971314153944,-240.993467924902,18.55448989988106,15,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
33.429835367202756,9.847306844635257,0.3480004549026489,0.02874431600402579,0.8350659632886694,0.020726887426218508,22,184,40,0.5268108400282419,"{'feature_fraction': 0.8350659632886694, 'learning_rate': 0.020726887426218508, 'max_depth': 22, 'num_leaves': 184, 'num_trees': 40, 'subsample': 0.5268108400282419}",-245.9154556213498,-260.7484472213396,-243.8964269504533,-234.71103122236323,-220.55841992044753,-223.89465797068206,-234.2480687392301,-269.33467496964363,-269.48119830818376,-277.6700546281244,-248.04584355518173,19.184444328460156,16,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
30.407127928733825,8.844924063856,0.466283392906189,0.0431629913286373,0.10900799696104294,0.013400702504944897,19,107,60,0.7233601157918027,"{'feature_fraction': 0.10900799696104294, 'learning_rate': 0.013400702504944897, 'max_depth': 19, 'num_leaves': 107, 'num_trees': 60, 'subsample': 0.7233601157918027}",-261.43281237640855,-269.77932120886413,-259.9493321437949,-248.94258137573567,-230.97138274645667,-234.90732300488645,-249.37650977435365,-286.30176937641306,-287.5402610604725,-295.43765273798573,-262.46389458053716,21.096178017904784,17,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
14.1151784658432,3.359527164402645,0.29290261268615725,0.06151472997623615,0.11582124284655629,0.06142026716955348,26,241,10,0.2723405083453285,"{'feature_fraction': 0.11582124284655629, 'learning_rate': 0.06142026716955348, 'max_depth': 26, 'num_leaves': 241, 'num_trees': 10, 'subsample': 0.2723405083453285}",-300.22564449184705,-309.25525461674033,-301.1656444669432,-285.7158484069347,-267.45244937364515,-271.9260391702286,-285.8243489817602,-328.8562113525223,-332.3461925191508,-341.1296761980503,-302.38973095778226,24.193067199530553,18,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
56.558633828163146,10.78646588948772,0.623108983039856,0.058523905919149265,0.24672857490581016,0.005860256303804338,15,226,80,0.5140559878195683,"{'feature_fraction': 0.24672857490581016, 'learning_rate': 0.005860256303804338, 'max_depth': 15, 'num_leaves': 226, 'num_trees': 80, 'subsample': 0.5140559878195683}",-340.8888164611319,-357.73654246232053,-345.6854715780038,-327.45081120384566,-308.54612475500954,-313.98655924673386,-327.26555087539964,-374.1368008942684,-380.5991579566108,-391.65172634032746,-346.7947561773652,27.116820873586292,19,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
79.94879376888275,3.0993676948221744,0.31210229396820066,0.19178337946859164,0.6688579907047155,0.0024953394681421098,22,282,80,0.8728504268670393,"{'feature_fraction': 0.6688579907047155, 'learning_rate': 0.0024953394681421098, 'max_depth': 22, 'num_leaves': 282, 'num_trees': 80, 'subsample': 0.8728504268670393}",-433.37090878553914,-460.7500441734015,-445.68179956622635,-418.164408461002,-396.0654789303198,-402.54935071535925,-415.9355602944507,-474.8295319000231,-487.68824276695005,-502.1635469977873,-443.719887259106,34.79751625219487,20,"MLForecast(models=[], freq=h, lag_features=['lag1', 'lag2', 'lag3', 'lag4', 'lag5', 'lag6', 'lag7', 'lag8', 'lag9', 'lag10', 'lag11', 'lag12', 'lag13', 'lag14', 'lag15', 'lag16', 'lag17', 'lag18', 'lag19', 'lag20', 'lag21', 'lag22', 'lag23', 'lag24', 'lag25', 'lag26', 'lag27', 'lag28', 'lag29', 'lag30', 'lag31', 'lag32', 'lag33', 'lag34', 'lag35', 'lag36', 'lag37', 'lag38', 'lag39', 'lag40', 'lag41', 'lag42', 'lag43', 'lag44', 'lag45', 'lag46', 'lag47', 'rolling_mean_lag1_window_size24', 'rolling_mean_lag24_window_size24'], date_features=['month', 'dayofweek', 'hour'], num_threads=1)",LGBMRegressor(verbosity=0)
